b,block,input,output
0,1,0,2
0,1,1,2
0,1,2,2
0,1,3,2
0,1,4,2
0,1,5,2
0,1,6,2
0,1,7,2
0,1,8,2
0,1,9,2
0,1,10,2
0,1,11,2
0,1,12,2
0,1,13,2
0,1,14,2
0,1,15,2
0,1,16,2
0,1,17,2
0,1,18,2
0,1,19,2
0,1,20,2
0,1,21,2
0,1,22,2
0,1,23,2
0,1,24,2
0,1,25,2
0,1,26,2
0,1,27,2
0,1,28,2
0,1,29,2
0,1,30,2
0,1,31,2
0,1,32,2
0,1,33,2
0,1,34,2
0,1,35,2
0,1,36,2
0,1,37,2
0,1,38,2
0,1,39,2
0,1,40,2
0,1,41,2
0,1,42,2
0,1,43,2
0,1,44,2
0,1,45,2
0,1,46,2
0,1,47,2
0,1,48,2
0,1,49,2
0,1,50,2
0,1,51,2
0,1,52,2
0,1,53,2
0,1,54,2
0,1,55,2
0,1,56,2
0,1,57,2
0,1,58,2
0,1,59,2
0,1,60,2
0,1,61,2
0,1,62,2
0,1,63,2
0,1,64,2
0,1,65,2
0,1,66,2
0,1,67,2
0,1,68,2
0,1,69,2
0,1,70,2
0,1,71,2
0,1,72,2
0,1,73,2
0,1,74,2
0,1,75,2
0,1,76,2
0,1,77,2
0,1,78,2
0,1,79,2
0,1,80,2
0,1,81,2
0,1,82,2
0,1,83,2
0,1,84,2
0,1,85,2
0,1,86,2
0,1,87,2
0,1,88,2
0,1,89,2
0,1,90,2
0,1,91,2
0,1,92,2
0,1,93,2
0,1,94,2
0,1,95,2
0,1,96,2
0,1,97,2
0,1,98,2
0,1,99,2
0,1,100,2
0,1,101,2
0,1,102,2
0,1,103,2
0,1,104,2
0,1,105,2
0,1,106,2
0,1,107,2
0,1,108,2
0,1,109,2
0,1,110,2
0,1,111,2
0,1,112,2
0,1,113,2
0,1,114,2
0,1,115,2
0,1,116,2
0,1,117,2
0,1,118,2
0,1,119,2
0,1,120,2
0,1,121,2
0,1,122,2
0,1,123,2
0,1,124,2
0,1,125,2
0,1,126,2
0,1,127,2
0,1,128,2
0,1,129,2
0,1,130,2
0,1,131,2
0,1,132,2
0,1,133,2
0,1,134,2
0,1,135,2
0,1,136,2
0,1,137,2
0,1,138,2
0,1,139,2
0,1,140,2
0,1,141,2
0,1,142,2
0,1,143,2
0,1,144,2
0,1,145,2
0,1,146,2
0,1,147,2
0,1,148,2
0,1,149,0
0,1,150,1
0,1,151,1
0,1,152,1
0,1,153,1
0,1,154,1
0,1,155,1
0,1,156,1
0,1,157,1
0,1,158,1
0,1,159,1
0,1,160,1
0,1,161,1
0,1,162,1
0,1,163,1
0,1,164,1
0,1,165,1
0,1,166,1
0,1,167,1
0,1,168,1
0,1,169,1
0,1,170,1
0,1,171,1
0,1,172,1
0,1,173,1
0,1,174,1
0,1,175,1
0,1,176,1
0,1,177,1
0,1,178,1
0,1,179,1
0,1,180,1
0,1,181,1
0,1,182,1
0,1,183,1
0,1,184,1
0,1,185,1
0,1,186,1
0,1,187,1
0,1,188,1
0,1,189,1
0,1,190,1
0,1,191,1
0,1,192,1
0,1,193,1
0,1,194,1
0,1,195,1
0,1,196,1
0,1,197,1
0,1,198,1
0,1,199,1
0,1,200,1
0,1,201,1
0,1,202,1
0,1,203,1
0,1,204,1
0,1,205,1
0,1,206,1
0,1,207,1
0,1,208,1
0,1,209,1
0,1,210,1
0,1,211,1
0,1,212,1
0,1,213,1
0,1,214,1
0,1,215,1
0,1,216,1
0,1,217,1
0,1,218,1
0,1,219,1
0,1,220,1
0,1,221,1
0,1,222,1
0,1,223,1
0,1,224,1
0,1,225,1
0,1,226,1
0,1,227,1
0,1,228,1
0,1,229,1
0,1,230,1
0,1,231,1
0,1,232,1
0,1,233,1
0,1,234,1
0,1,235,1
0,1,236,1
0,1,237,1
0,1,238,1
0,1,239,1
0,1,240,1
0,1,241,1
0,1,242,1
0,1,243,1
0,1,244,1
0,1,245,1
0,1,246,1
0,1,247,1
0,1,248,1
0,1,249,1
0,1,250,1
0,1,251,1
0,1,252,1
0,1,253,1
0,1,254,1
0,1,255,1
0,2,0,2
0,2,1,2
0,2,2,2
0,2,3,2
0,2,4,2
0,2,5,2
0,2,6,2
0,2,7,2
0,2,8,2
0,2,9,2
0,2,10,2
0,2,11,2
0,2,12,2
0,2,13,2
0,2,14,2
0,2,15,2
0,2,16,2
0,2,17,2
0,2,18,2
0,2,19,2
0,2,20,2
0,2,21,2
0,2,22,2
0,2,23,2
0,2,24,2
0,2,25,2
0,2,26,2
0,2,27,2
0,2,28,2
0,2,29,2
0,2,30,2
0,2,31,2
0,2,32,2
0,2,33,2
0,2,34,2
0,2,35,2
0,2,36,2
0,2,37,2
0,2,38,2
0,2,39,2
0,2,40,2
0,2,41,2
0,2,42,2
0,2,43,2
0,2,44,2
0,2,45,2
0,2,46,2
0,2,47,2
0,2,48,2
0,2,49,2
0,2,50,2
0,2,51,2
0,2,52,2
0,2,53,2
0,2,54,2
0,2,55,2
0,2,56,2
0,2,57,2
0,2,58,2
0,2,59,2
0,2,60,2
0,2,61,2
0,2,62,2
0,2,63,2
0,2,64,2
0,2,65,2
0,2,66,2
0,2,67,2
0,2,68,2
0,2,69,2
0,2,70,2
0,2,71,2
0,2,72,2
0,2,73,2
0,2,74,2
0,2,75,2
0,2,76,2
0,2,77,2
0,2,78,2
0,2,79,2
0,2,80,2
0,2,81,2
0,2,82,2
0,2,83,2
0,2,84,2
0,2,85,2
0,2,86,2
0,2,87,2
0,2,88,2
0,2,89,2
0,2,90,2
0,2,91,2
0,2,92,2
0,2,93,2
0,2,94,2
0,2,95,2
0,2,96,2
0,2,97,2
0,2,98,2
0,2,99,2
0,2,100,2
0,2,101,0
0,2,102,1
0,2,103,1
0,2,104,1
0,2,105,1
0,2,106,1
0,2,107,1
0,2,108,1
0,2,109,1
0,2,110,1
0,2,111,1
0,2,112,1
0,2,113,1
0,2,114,1
0,2,115,1
0,2,116,1
0,2,117,1
0,2,118,1
0,2,119,1
0,2,120,1
0,2,121,1
0,2,122,1
0,2,123,1
0,2,124,1
0,2,125,1
0,2,126,1
0,2,127,1
0,2,128,1
0,2,129,1
0,2,130,1
0,2,131,1
0,2,132,1
0,2,133,1
0,2,134,1
0,2,135,1
0,2,136,1
0,2,137,1
0,2,138,1
0,2,139,1
0,2,140,1
0,2,141,1
0,2,142,1
0,2,143,1
0,2,144,1
0,2,145,1
0,2,146,1
0,2,147,1
0,2,148,1
0,2,149,1
0,2,150,1
0,2,151,1
0,2,152,1
0,2,153,1
0,2,154,1
0,2,155,1
0,2,156,1
0,2,157,1
0,2,158,1
0,2,159,1
0,2,160,1
0,2,161,1
0,2,162,1
0,2,163,1
0,2,164,1
